id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score,direction
10863,Visit, A lone,Sun%&ny,7 PM  ,1,1,0,0,1,0,0
1340,Work,A&lone,&Su?!nny,6:00,1,1,0,1,0,0,1
18777,Work,%&A~lone,S&%&~unny,7:00,1,0,0,1,0,2,1
8600,Work,Alone,Sunny,6AM,1,0,0,0,1,1,0
10937,Work,Al&o&ne,~R?!!ainy,7:00,1,1,1,0,1,1,0
2415,Work,A?lone,~&?Snowy,7:00,1,1,0,1,0,0,1
11840,Travel,!A??~lone,S~unny,9AM ,1,1,0,0,1,0,0
17673,Travel,Frien!d!(s),Sunny,12:00,1,1,0,0,1,0,0
14773,Travel,Fr ~i&end(s),!%S&unny,20:00,1,1,0,0,1,0,0
16015,Travel,&!F riend(s),&Su&?nny,9:00,1,1,0,0,1,16,0
17934,Travel,Fr iend(s),!~%~Sunny,19:00,1,1,0,0,1,0,0
1792,Travel,Al?one,%Su!%nny,10  AM,1,1,0,0,1,0,0
14976,Travel,%A ~%lone,R!ainy,10:00,1,1,0,0,1,13,0
11830,Travel, A!& lone,?S??nowy,11  AM ,1,0,0,0,1,0,0
2084,Travel,&%~A lone,?Sunny,19:00,1,0,0,0,1,0,0
4744,Visit,Alone,S%!&~unny,16:00,1,0,0,1,0,16,1
1887,Visit,% Alone,Sunny,5PM ,1,0,0,1,0,0,1
3078,Visit,?%A% lone,!R~!?ainy,18:00,1,1,1,0,1,0,0
3412,Visit,~A%~ lone,S??%?nowy,10PM ,1,1,1,0,1,0,0
17192,Work,%~%?Alone,!Sunny,6AM,1,1,0,1,0,0,1
11282,Work,~%A~ lone,R?ainy,7:00,1,1,0,1,0,0,1
1219,Work,!Alone,S!~unny,6:00,1,0,0,1,0,0,1
16667,Work,Alone,Su&n?ny,6:00,1,0,0,0,1,19,0
6338,Work,?A!l!one,Ra!iny,7:00,1,1,1,0,1,17,0
14429,Work,A l one,~S&!!nowy,7:00,1,1,0,1,0,0,1
10303,Travel,~?A~ lone,~S!?unny,10:00,1,1,0,0,1,11,0
5083,Travel,Alone,S&?u~nny,8  PM,1,0,0,0,1,0,0
11898,Visit,Al?o&ne,Sunny,4 PM  ,1,0,0,0,1,0,0
15123,Work,!& Alone,Sunny,7AM  ,1,0,0,0,1,7,0
14934,Work,! ~%Alone,Snowy,6:00,1,1,0,1,0,0,1
5449,Travel,Alo~?ne,~S!unny,9  AM ,1,1,0,0,1,0,0
11496,Travel,Fri?end(%s),&Sunny,20:00,1,1,0,0,1,32,0
7805,Travel,~Friend(s),~S??unny,9PM  ,1,1,0,0,1,0,0
1583,Travel,Al~~one,Su?nny,10:00,1,1,0,0,1,0,0
11440,Travel,Alone,Rain%y,8:00,1,1,0,0,1,0,0
7258,Travel,Alo! ne,!S~%?nowy,13:00,1,0,0,0,1,0,0
6275,Travel,Al~one,Sunny,8 PM ,1,0,0,0,1,0,0
6123,Visit,Al~&one,%%Su?nny,5  PM,1,0,0,0,1,29,0
8452,Visit,?&!Alone,S!?u~nny,4 PM,1,0,0,1,0,0,1
6510,Visit,Alone,%%R%~ainy,18:00,1,1,1,0,1,0,0
19507,Work,~&A !lone,S~unny,7  AM,1,1,0,1,0,0,1
12687,Work,?~A!?lone,!S%%unny,7:00,1,0,0,1,0,0,1
8980,Work,Alo~?ne,%R~!ainy,6 AM,1,1,1,0,1,31,0
6366,Work,! A%lone,Snowy,6:00,1,1,0,1,0,25,1
5901,Travel,A l ~one,Sunny,10:00,1,1,0,0,1,0,0
12010,Travel,Fri&e%?nd(s),Su!n&ny,9 PM ,1,1,0,0,1,0,0
5736,Travel, A%l?one,Rai&ny,9AM,1,1,0,0,1,0,0
8043,Visit,!~A%lone,S~?!unny,18:00,1,0,0,0,1,0,0
16947,Visit,%Alone,Ra??~iny,18:00,1,1,1,0,1,0,0
4437,Work,Alo~ne,?Sunny,7  AM ,1,0,0,1,0,0,1
17388,Travel,Friend?(s),Sun~ny,22:00,1,1,0,0,1,0,0
15908,Travel,Fr?!i e~nd(s),&S&~!unny,22:00,1,1,0,0,1,0,0
11284,Travel,A~l!%one,Rainy,10:00,1,1,0,0,1,10,0
2927,Travel,~ ? Alone,%&Su!nny,7 PM  ,1,0,0,0,1,7,0
10240,Travel,Fami%!ly,?Sunny,9:00,1,0,0,0,1,8,0
2896,Travel,Fa%mily,Su~nny,12AM ,1,0,0,0,1,0,0
5324,Travel,~Fa&mily,&S~u?nny,20:00,1,1,0,0,1,0,0
8069,Visit,Fami~ly,S~un!ny,16:00,1,1,0,1,0,0,1
10311,Visit,Alone,Su~%nny,17:00,1,0,0,1,0,6,1
2727,Visit,Alo~ne,S&no~wy,10  PM,1,1,1,0,1,0,0
5281,Work,Alone,S%~u?nny,6  AM,1,0,0,1,0,0,1
5717,Travel,Al?~!one,&S?u?nny,8AM,1,1,0,0,1,3,0
5587,Travel,Fri%end(s),Sunny,9PM  ,1,1,0,0,1,0,0
17606,Travel,Fr?iend(s),Su~n&ny,10 PM,1,1,0,0,1,0,0
19273,Travel,Alone,Rainy,9 AM  ,1,1,0,0,1,0,0
18152,Travel,Alone,%?S~&nowy,13:00,1,0,0,0,1,4,0
1873,Travel,F?amily,Sunny,12 AM,1,0,0,0,1,0,0
6703,Travel,A l~one,S&u!nny,8  PM ,1,0,0,0,1,0,0
13210,Visit, %A??lone,S!!unny,4PM  ,1,0,0,0,1,5,0
13937,Visit,~%&~Alone,?&Su~nny,17:00,1,0,0,1,0,6,1
11631,Visit,A?!~lone,Rainy,18:00,1,1,1,0,1,3,0
9250,Visit,!F~amily,Sunny,10 PM  ,1,0,0,1,0,6,1
13495,Visit,Alone,Su%nny,20:00,1,1,0,0,1,3,0
14882,Visit, ~Fam?ily,Rainy,15:00,1,0,0,1,0,4,1
17731,Work,&%Alone,Sun!ny,7AM,1,1,0,1,0,0,1
1333,Work,Alone,Su!%nny,7  AM  ,1,1,0,0,1,3,0
10245,Work,Alo&ne,!Rai~ny,6:00,1,1,0,1,0,3,1
17021,Work,A!l!one,Sunny,7:00,1,0,0,1,0,0,1
4516,Work,Alo ne,Rainy,7:00,1,1,1,0,1,7,0
7637,Work,~Alo ne,~S%nowy,7AM  ,1,1,0,1,0,0,1
13109,Travel,%Al!one,S!un?ny,8 AM  ,1,1,0,0,1,6,0
3353,Travel,Friend(s),Sunn%y,9 PM  ,1,1,0,0,1,0,0
2899,Travel,Alon?e,?Ra?iny,8:00,1,1,0,0,1,6,0
14722,Travel,Alone,%!Sn?owy,11AM,1,0,0,0,1,0,0
19088,Travel, Fami ly,Sunny,12  AM ,1,0,0,0,1,0,0
4577,Travel,Family,~&S%~unny,14:00,1,0,0,0,1,0,0
12412,Travel,Alone,S?u&nny,22:00,1,0,0,0,1,0,0
11281,Visit,Alone,S!&!&unny,3PM,1,0,0,0,1,4,0
15088,Visit,~&!!Alone,Rainy,15:00,1,1,1,0,1,6,0
10967,Visit,Alone,Snowy,8 PM,1,1,1,0,1,0,0
13901,Visit,Famil&y,Sunny,10  PM ,1,1,1,0,1,0,0
15480,Visit,F~~~amily,S~&unny,7PM,1,0,0,1,0,0,1
1922,Visit,?Fa &?mily,Ra?iny,16:00,1,0,0,1,0,0,1
9004,Work,Al?%one,S%u!nny,7:00,1,1,0,1,0,0,1
4155,Work,A&lo%ne,&S!u?nny,7AM  ,1,1,0,0,1,4,0
4327,Work,A?%&lone,S~?unny,7  AM,1,0,0,1,0,0,1
17122,Work,Alone,&R!%?ainy,7:00,1,1,1,0,1,5,0
10295,Work,Alone,S%?%%nowy,6:00,1,1,0,1,0,0,1
19055,Travel,~~!A&lone,&S&~&unny,9 AM  ,1,1,0,0,1,0,0
14792,Travel,F&&r&ien~d(s),S?%%!unny,19:00,1,1,0,0,1,0,0
14715,Travel,Alone,Rainy,10 AM ,1,1,0,0,1,0,0
16871,Travel,A!lone,Snow~y,14:00,1,0,0,0,1,0,0
19795,Travel,A l%one,%~S%!unny,8  PM ,1,0,0,0,1,0,0
9760,Travel,Family,%S?!&unny,8:00,1,0,0,0,1,4,0
4949,Travel,Famil&y,~?&Sunny,12AM ,1,0,0,0,1,0,0
3680,Visit,Family,S?unny,7  PM  ,1,1,0,0,1,6,0
12117,Visit,F~a&& mily,S?~unny,16:00,1,1,0,0,1,3,0
19799,Visit,!~??Alone,S?%?unny,18:00,1,0,0,0,1,4,0
3739,Visit,Al! one,S~!&%unny,18:00,1,0,0,1,0,0,1
3546,Visit,%~~Alone,R!~&ainy,16:00,1,1,1,0,1,0,0
4213,Visit,Alone,S!nowy,22:00,1,1,1,0,1,7,0
7954,Work,Al!one,Ra~iny,7:00,1,1,0,1,0,0,1
19695,Work,A&lone,S~~??unny,6:00,1,0,0,1,0,0,1
3005,Work,A?lo&ne,Rainy,7  AM,1,1,1,0,1,5,0
1368,Travel,Alone,S~?~unny,10  PM  ,1,0,0,0,1,0,0
14283,Work,  ?Alone,&~S??unny,7:00,1,0,0,1,0,0,1
4871,Work, ?~&Alone,Snowy,7:00,1,1,0,1,0,0,1
15453,Travel,Friend(s),?Sun%ny,19:00,1,1,0,0,1,0,0
11111,Travel,?!F amily,S%unny,2 PM  ,1,0,0,0,1,0,0
8775,Visit, Alone,Sunn&y,6 PM,1,0,0,0,1,0,0
3090,Visit,  %A&lone,?Sunny,5PM ,1,0,0,1,0,0,1
12213,Visit,F?am&ily,?Sun~ny,19:00,1,1,1,0,1,0,0
19017,Visit,~F!a~ mily,!~S%unny,10PM  ,1,0,0,1,0,0,1
10566,Work,Alone,S~%&~nowy,7:00,1,1,0,1,0,0,1
1383,Travel,Alone,&S%!!unny,8AM  ,1,1,0,0,1,20,0
7838,Travel,Friend(s%),Su!~%nny,7  PM ,1,1,0,0,1,12,0
10725,Travel,F r iend%(s),~Sunny,10AM ,1,1,0,0,1,0,0
5992,Travel,Fri~end(s),Sun&ny,7  PM  ,1,1,0,0,1,15,0
17688,Travel,Friend!(s),?~Rainy,22:00,1,1,0,0,1,19,0
17868,Travel,?!A!~lone,Su~&nny,10 AM,1,1,0,0,1,0,0
6028,Travel,Al%?%one,!S~nowy,14:00,1,0,0,0,1,0,0
2924,Travel,~Alone,Sunny,7  PM ,1,0,0,0,1,0,0
19257,Visit,&?Alone,S!unny,16:00,1,0,0,1,0,0,1
1758,Visit,Alone,Sunny,18:00,1,0,0,0,1,19,0
8123,Visit,?A%l%one,Rainy,16:00,1,1,1,0,1,0,0
1150,Work,Al~o?ne,&S~~unny,7:00,1,1,0,1,0,0,1
5663,Work,Alone,S&unny,7:00,1,0,0,1,0,20,1
3658,Work,&~ ~Alone,Su&n~ny,7:00,1,0,0,0,1,0,0
10088,Work,Alone,Rainy,6AM  ,1,1,1,0,1,0,0
10066,Travel,Al &one,Sunny,8  AM ,1,1,0,0,1,37,0
18289,Travel,F%~rie%n&d(s),S%?u!nny,10 AM  ,1,1,0,0,1,0,0
18614,Travel,Friend(s),!%&!Sunny,8 PM ,1,1,0,0,1,38,0
14709,Travel,Fr~i%!end(s),R??!ainy,21:00,1,1,0,0,1,32,0
3122,Travel, A~  lone,?S!!!unny,9AM ,1,1,0,0,1,0,0
16907,Travel, A !~lone,~R~%ainy,10:00,1,1,0,0,1,0,0
7997,Visit,Alone,Su%&nny,5PM  ,1,0,0,0,1,36,0
16742,Visit,Alo%ne,Su~~nny,6  PM ,1,0,0,1,0,0,1
18550,Visit,Alone,Ra~iny,6PM  ,1,1,1,0,1,27,0
6357,Work,&~~Alone,S&&!&unny,7:00,1,0,0,1,0,0,1
2532,Work,Alone,&Sunny,7AM  ,1,0,0,0,1,0,0
17373,Travel,!Alone,~Su!%nny,8 AM,1,1,0,0,1,0,0
14031,Travel,Friend(s),~&!S!unny,22:00,1,1,0,0,1,0,0
13381,Travel,~Fr?i %end(s),Sunny,8AM,1,1,0,0,1,11,0
11928,Travel, Friend(s),?S!~?unny,19:00,1,1,0,0,1,0,0
18838,Travel,Fr!ie! nd(s),Rai~ny,8PM,1,1,0,0,1,0,0
16937,Travel,Al?~one,Sunny,8:00,1,1,0,0,1,0,0
4630,Travel,Alone,Rai!ny,9:00,1,1,0,0,1,13,0
4237,Travel,~?A!lone,Su&nny,7  PM,1,0,0,0,1,10,0
9413,Visit,Alone,Sunny,17:00,1,0,0,0,1,7,0
14015,Visit, ~ A!lone,Su~nny,16:00,1,0,0,1,0,0,1
19936,Work,Alo~ne,R!ai&ny,6 AM,1,1,0,1,0,0,1
10804,Work,Alone,%S?~!unny,7:00,1,0,0,1,0,0,1
14013,Work,!Alo%ne,Sunny,6AM ,1,0,0,0,1,0,0
7168,Travel,Frien%?~d(s),?Sunny,19:00,1,1,0,0,1,0,0
12894,Travel,&~Fr&iend(s),Sun%ny,20:00,1,1,0,0,1,20,0
16687,Travel,Al~o ne,Sn?owy,11:00,1,0,0,0,1,0,0
4336,Travel,Famil?y,S!unny,12:00,1,0,0,0,1,0,0
11980,Travel,Alon?e,Sunny,9PM,1,0,0,0,1,0,0
12056,Visit,Alone,?S&~unny,6 PM,1,0,0,0,1,12,0
9640,Visit,&!?Alone,Su!n&ny,5PM  ,1,0,0,1,0,0,1
16649,Visit,Alon!e,Rainy,16:00,1,1,1,0,1,0,0
12783,Visit,&F!am&ily,~S~?%unny,21:00,1,0,0,1,0,0,1
9179,Visit,A%?l one,~S?!unny,9  PM,1,1,0,0,1,0,0
13832,Visit, Fa! ~mily,?Rainy,6  PM ,1,0,0,1,0,0,1
6563,Work,Al~one,Sunny,7AM  ,1,1,0,1,0,0,1
2483,Work,Al ~one,?%!?Rainy,6AM ,1,1,0,1,0,0,1
4570,Work,Al&one,?%S~?unny,7:00,1,0,0,1,0,0,1
2897,Work,Al~?one,&S?&nowy,7:00,1,1,0,1,0,15,1
5258,Travel,!Al%~one,&Sunny,9AM ,1,1,0,0,1,22,0
10177,Travel,%F?riend(s),S!!%unny,1  PM  ,1,1,0,0,1,0,0
19932,Travel,Friend(s),S&%unny,20:00,1,1,0,0,1,0,0
15508,Travel,~A&~%lone,~S!?unny,10AM,1,1,0,0,1,0,0
7150,Travel,Alone,S&?n?owy,11:00,1,0,0,0,1,0,0
3287,Travel,A l~~one,??%S?unny,21:00,1,0,0,0,1,0,0
7061,Visit, A% ?lone,Su~n%ny,5 PM,1,0,0,1,0,20,1
13121,Work,Alone,&Sunny,6  AM  ,1,1,0,0,1,0,0
12577,Work,Alone,R~ainy,7:00,1,1,0,1,0,0,1
6007,Work,&A?%&lone,S?~&?unny,6:00,1,0,0,1,0,0,1
7463,Work,Alon?e,Su!!nny,7:00,1,0,0,0,1,0,0
4089,Travel,!!Fri end(s),&??~Sunny,11:00,1,1,0,0,1,0,0
8275,Travel,Frien%%d(s),!S%&!unny,7PM,1,1,0,0,1,10,0
18218,Travel,Frie nd(s),Su~&!nny,8 AM,1,1,0,0,1,9,0
17219,Travel,F~r%ie&nd(s),Su?n!ny,20:00,1,1,0,0,1,0,0
6740,Travel,Friend(s),%R&&%ainy,21:00,1,1,0,0,1,0,0
15588,Travel,Alon%e,~S!unny,9:00,1,1,0,0,1,0,0
4881,Travel,Al&? one,S&~!!unny,20:00,1,0,0,0,1,8,0
13620,Visit, Alone,?S!u~nny,18:00,1,0,0,1,0,0,1
12132,Visit,A%!l!one,!?S&unny,3 PM,1,0,0,0,1,7,0
7265,Visit,A~&& lone,?&%S!unny,16:00,1,0,0,1,0,0,1
8653,Visit,A?lone,S!nowy,7PM  ,1,1,1,0,1,0,0
4999,Visit,A%~!lone,Sunny,8  PM,1,1,0,0,1,7,0
1833,Work,Al&one,R~ainy,6AM ,1,1,0,1,0,0,1
16110,Work,Alon~e,!S&??unny,6:00,1,0,0,1,0,0,1
11942,Work,Alo%ne,!&S%unny,7  AM ,1,0,0,0,1,8,0
11056,Work,Alon e,Snowy,6  AM ,1,1,0,1,0,0,1
7371,Travel,Alone,Sun&ny,10 AM ,1,1,0,0,1,12,0
18712,Travel,Fri end%(s),S?unny,20:00,1,1,0,0,1,10,0
9913,Travel,F~r~ie n&d(s),Sunny,10  PM ,1,1,0,0,1,0,0
10996,Travel,Fam!ily,!S~unny,10  AM ,1,0,0,0,1,0,0
11313,Visit,?F amily,Sunny,17:00,1,1,0,0,1,12,0
17102,Visit,Alone,&~S?unny,15:00,1,0,0,0,1,11,0
14804,Visit,?&~A~lone,!Sunny,15:00,1,0,0,1,0,0,1
18975,Visit,Alone,S!un~ny,8  PM,1,1,0,0,1,0,0
3395,Work, A~!?lone,~S!&&nowy,6 AM  ,1,1,0,1,0,0,1
1473,Travel,Frien?d( s),?&%S%unny,10  PM,1,1,0,0,1,30,0
9662,Travel,Fri%!end(s),~R!~&ainy,10  PM,1,1,0,0,1,0,0
11585,Travel,A?lone,S%&u?nny,9:00,1,1,0,0,1,0,0
11865,Travel,%?Al!one,Snowy,13:00,1,0,0,0,1,0,0
6218,Visit, Al~&one,&~S&~unny,16:00,1,0,0,0,1,0,0
15720,Visit,A ~l%one,!S!?~unny,4 PM ,1,0,0,1,0,22,1
13877,Visit,Al~~one,R&a!?iny,3PM,1,1,1,0,1,28,0
16567,Work, %% Alone,!S?!~unny,6  AM ,1,1,0,1,0,33,1
13442,Work,Alon e,R!ainy,7:00,1,1,1,0,1,0,0
19918,Work,?Al!one,Snowy,7:00,1,1,0,1,0,0,1
11582,Travel,Alone,Sunny,8 AM  ,1,1,0,0,1,10,0
10500,Travel,F%r~?i?end(s),&%&~Sunny,8 PM,1,1,0,0,1,0,0
16921,Travel,Friend(s),?S~?!unny,22:00,1,1,0,0,1,0,0
7645,Travel,!F%am?ily,S!unny,12:00,1,0,0,0,1,0,0
13561,Visit,%?!Alone,!Sunny,3 PM  ,1,0,0,1,0,0,1
11522,Visit,~Fa? mily,Ra%&iny,16:00,1,0,0,1,0,0,1
17947,Work,Al~one,Sunny,7  AM ,1,0,0,1,0,0,1
8865,Travel,Frien?d~(s),%!?Sunny,21:00,1,1,0,0,1,18,0
5232,Travel,Friend(s%),Sunn~y,9PM ,1,1,0,0,1,0,0
19029,Travel,% Al one,R??ainy,10:00,1,1,0,0,1,0,0
5695,Travel,A&&l%one,Sn%owy,11:00,1,0,0,0,1,0,0
13856,Travel,Family,!%?~Sunny,12:00,1,0,0,0,1,0,0
13403,Travel,~Family,&&S~&unny,11AM,1,0,0,0,1,0,0
4673,Visit,~Alo?ne,&%~%Sunny,15:00,1,0,0,0,1,0,0
9943,Visit,?F%? amily,Su%%nny,20:00,1,0,0,1,0,14,1
14942,Visit,Fam~ ily,R%ai%ny,17:00,1,0,0,1,0,0,1
10562,Work,Alo~ne,Sunn!y,7:00,1,1,0,1,0,1,1
1809,Work,?~~%Alone,%~&Sunny,7:00,1,1,0,0,1,0,0
18694,Work,Alone,~?S!~unny,6  AM,1,0,0,1,0,0,1
6488,Work,&A!lone,~R~ainy,7:00,1,1,1,0,1,0,0
3733,Work,A%  ~lone,Snowy,7 AM,1,1,0,1,0,18,1
1651,Travel,Alone,&&S%?nowy,12:00,1,0,0,0,1,0,0
6369,Travel,%%Family,Sunn?y,2 PM  ,1,0,0,0,1,0,0
17648,Travel,Alon%e,Su&nny,20:00,1,0,0,0,1,0,0
10060,Visit,~Alone,Sun!ny,6  PM ,1,0,0,1,0,0,1
3314,Visit,F~  amily,Su?%~nny,19:00,1,0,0,1,0,11,1
14380,Visit,Fa mily,Rain!y,4PM  ,1,0,0,1,0,0,1
18186,Work,&!&&Alone,Su!nny,7 AM ,1,0,0,1,0,0,1
13205,Work,!~~Alone,?~S??nowy,6:00,1,1,0,1,0,0,1
4902,Travel,Fr~ie &nd(s),?Sunny,1PM  ,1,1,0,0,1,0,0
2605,Travel,Fr ie!nd(s),Sunn~y,10 PM,1,1,0,0,1,0,0
18510,Travel,Fri&~end(s),~~S?&unny,8:00,1,1,0,0,1,0,0
13374,Travel,Fr~iend(s),&S%!!unny,20:00,1,1,0,0,1,0,0
9891,Travel,F&rien&d!(s),R%!?ainy,7 PM ,1,1,0,0,1,0,0
14797,Travel,A~&l~one,S?unny,10AM,1,1,0,0,1,3,0
5492,Travel,&~Al%one,S%n~owy,2 PM ,1,0,0,0,1,3,0
13514,Travel,A%lo!ne,S~&?%unny,8PM ,1,0,0,0,1,0,0
11500,Visit,~Alone,~Sun!ny,16:00,1,0,0,1,0,0,1
11492,Visit,A! &?lone,Sunny,5  PM  ,1,0,0,0,1,0,0
15190,Visit,~A!lone,%?%S%unny,6 PM  ,1,0,0,1,0,0,1
11777,Visit, Al!one,Ra%i~ny,18:00,1,1,1,0,1,0,0
18133,Visit, %! Alone,Snowy,20:00,1,1,1,0,1,0,0
2290,Visit, &Al~one,Sunn?y,19:00,1,1,0,0,1,0,0
13957,Work,A%lone,~~Su?nny,6:00,1,1,0,1,0,0,1
17875,Work, ~Alone,Su?nny,6AM  ,1,0,0,0,1,0,0
7120,Work,Al~o?ne,&R%ainy,6:00,1,1,1,0,1,0,0
17860,Work,!!?A%lone,?S&!nowy,7:00,1,1,0,1,0,0,1
19878,Travel,Friend(s),S?~%unny,14:00,1,1,0,0,1,0,0
2118,Travel,~?Fri?e&nd(s),S%unny,22:00,1,1,0,0,1,0,0
6119,Travel,Fri?e&n%~d(s),Sun%ny,19:00,1,1,0,0,1,9,0
17587,Travel,Alon e,Ra%i~ny,10:00,1,1,0,0,1,0,0
4101,Travel,Al?one,S~&nowy,12AM  ,1,0,0,0,1,0,0
6832,Visit,Alo ne,&S%unny,3PM ,1,0,0,1,0,8,1
19956,Work,!  ?Alone,Sunny,6:00,1,0,0,0,1,1,0
9658,Work,A l one,Rainy,6  AM ,1,1,1,0,1,0,0
19090,Travel,F%?riend(s),!S?%!unny,19:00,1,1,0,0,1,0,0
9101,Travel,Alo ne,&~R~%ainy,8  AM,1,1,0,0,1,0,0
9933,Travel,F!am%~ily,&Sun&ny,12  AM  ,1,0,0,0,1,0,0
10878,Travel,?A!l one,Su?!!nny,20:00,1,0,0,0,1,24,0
1641,Visit,?! ?Alone,S~%!!unny,5 PM ,1,0,0,0,1,17,0
3444,Visit,Alone,?%Sunny,15:00,1,0,0,1,0,0,1
19054,Visit,Fa!%m?ily,S&%~!unny,22:00,1,0,0,1,0,18,1
9147,Visit,A lone,&S?~!unny,22:00,1,1,0,0,1,20,0
8008,Work,A l&!one,Sun!ny,6:00,1,1,0,0,1,0,0
7379,Travel,   A!lone,S?~%unny,10:00,1,1,0,0,1,0,0
18325,Travel,Friend(s),??Sunny,13:00,1,1,0,0,1,0,0
1098,Travel,Friend(s ),Su!nny,22:00,1,1,0,0,1,0,0
18252,Travel,Friend?%(s),Su%~%nny,10  AM ,1,1,0,0,1,0,0
1954,Travel,Frie!n%d(s),~%!S?unny,19:00,1,1,0,0,1,0,0
3982,Travel,A~%&lone,Sunny,10  AM ,1,1,0,0,1,0,0
16275,Travel,?? %Alone,Rainy,8  AM  ,1,1,0,0,1,45,0
11918,Visit,Alon!e,S!unny,17:00,1,0,0,1,0,0,1
14063,Visit,~A%l?one,S&&u&nny,3  PM  ,1,0,0,0,1,56,0
15518,Visit,Alone,Sunny,18:00,1,0,0,1,0,47,1
18968,Work,~%A~&lone,Rain?y,7 AM ,1,1,0,1,0,0,1
10423,Work,  A%%lone,!Sunny,6AM,1,0,0,1,0,60,1
16386,Work,A! l%one,S&~u?nny,7:00,1,0,0,0,1,0,0
18821,Work,!A!lone,S&n??owy,6:00,1,1,0,1,0,0,1
8932,Travel,Al one,S&unny,9  AM  ,1,1,0,0,1,0,0
3928,Travel,Friend(s),Su&~nny,2 PM,1,1,0,0,1,0,0
18976,Travel,F!ri~%e&nd(s),Sunny,21:00,1,1,0,0,1,8,0
12498,Travel,F &riend(s),Sunny,10 AM,1,1,0,0,1,0,0
8867,Travel,Fr?ie nd!(s),~Sunny,9  PM  ,1,1,0,0,1,0,0
2196,Travel,Friend(s),~%?R%ainy,20:00,1,1,0,0,1,0,0
4037,Travel,Alo& ne,Sunny,10  AM  ,1,1,0,0,1,0,0
4040,Travel,A~&l&one,R%&ainy,8:00,1,1,0,0,1,0,0
4088,Travel,%&!A lone,&Sn!owy,14:00,1,0,0,0,1,0,0
19036,Travel,A?% ?lone,&Su?nny,8 PM ,1,0,0,0,1,6,0
5406,Visit,A%&!&lone,%Sunny,3  PM,1,0,0,1,0,0,1
14443,Visit,!A~!~lone,S%!u&nny,17:00,1,0,0,0,1,0,0
18507,Visit,A&l one,S?u~?nny,15:00,1,0,0,1,0,0,1
1918,Visit,A&l one,Rai?ny,4  PM,1,1,1,0,1,0,0
1929,Work,Al&%!one,Sunny,7 AM ,1,0,0,1,0,0,1
18129,Work,Alone,S&%n%owy,7:00,1,1,0,1,0,4,1
8054,Travel,Fr?i%end(s),S%unny,10PM  ,1,1,0,0,1,0,0
17148,Travel,!Fr?iend(s),Sunny,8  PM ,1,1,0,0,1,0,0
13270,Travel,Alone,Ra&!iny,10:00,1,1,0,0,1,0,0
19263,Visit,Alone,~S!&unny,6PM,1,0,0,0,1,7,0
5474,Visit,Alone,Sun?~ny,17:00,1,0,0,1,0,0,1
1316,Visit,F  amily,~S?~!unny,9  PM ,1,0,0,1,0,0,1
1043,Visit,Family,Rainy,18:00,1,0,0,1,0,0,1
8808,Work,Alone,Su&nny,7 AM  ,1,1,0,0,1,9,0
15579,Work, A l!one,&&S!!unny,7AM,1,0,0,1,0,0,1
7357,Travel,Friend(s ),Sun%ny,8AM  ,1,1,0,0,1,3,0
18565,Travel,Friend(s),Sunny,22:00,1,1,0,0,1,2,0
15235,Travel,& Alone,R!&!?ainy,9:00,1,1,0,0,1,0,0
2513,Travel,?&A&lone,&~!~Sunny,9PM ,1,0,0,0,1,0,0
10671,Work,~Al&%one,%Rainy,7:00,1,1,0,1,0,2,1
2992,Work,~%A%?lone,!!Sunny,7  AM  ,1,0,0,1,0,0,1
7195,Work,A?!lone,~Sn&owy,7:00,1,1,0,1,0,5,1
2521,Travel,F r&ien&?d(s),Sunny,8:00,1,1,0,0,1,26,0
19001,Travel,F ri&%e?nd(s),~Sunny,19:00,1,1,0,0,1,0,0
1652,Travel,!%A&lone,Su!&?nny,8  AM,1,1,0,0,1,23,0
8972,Travel,&~~A?lone,S~nowy,1PM,1,0,0,0,1,0,0
16016,Travel,Alone,&?S~!unny,19:00,1,0,0,0,1,24,0
11894,Visit, A~%lone,S%unny,16:00,1,0,0,1,0,23,1
5740,Visit,Alone,!~Su~nny,6 PM ,1,0,0,0,1,0,0
10534,Visit,Alone,Sunn&y,3PM  ,1,0,0,1,0,19,1
3174,Visit,&~&A%lone,!&R~~ainy,6PM  ,1,1,1,0,1,27,0
17728,Visit,Al !one,S??unny,8 PM,1,1,0,0,1,0,0
2529,Work,Al! one,S!unny,6:00,1,1,0,1,0,0,1
14196,Work,Alone,Su!nny,6:00,1,0,0,0,1,0,0
6562,Work,? Al~one,~R&!?ainy,7AM  ,1,1,1,0,1,0,0
7902,Work,Alon&e,!Sn!%owy,7:00,1,1,0,1,0,0,1
12542,Travel,Fr iend(s),~S~u&nny,9PM ,1,1,0,0,1,49,0
7040,Travel,?A&%lone,!Ra!!iny,8:00,1,1,0,0,1,46,0
10816,Travel, ?F? amily,Sunny,14:00,1,0,0,0,1,0,0
15582,Travel,?A&l one,S??unny,20:00,1,0,0,0,1,0,0
2219,Visit,?Alone,~Su~nny,4PM,1,0,0,0,1,0,0
4972,Visit,Alone,S%%?&unny,18:00,1,0,0,1,0,0,1
6994,Visit,Family,~&Sunny,20:00,1,0,0,1,0,0,1
7087,Visit,Fa~mily,&!?%Rainy,16:00,1,0,0,1,0,0,1
18854,Work,A!~lone,%Sun%ny,6  AM ,1,0,0,1,0,0,1
5010,Travel,Fr&iend(s),&&!%Sunny,10AM  ,1,1,0,0,1,3,0
